Animal,Father,Mother,Line
10975113,Sire_025,Dam_025,Bwawani
10974840,Sire_025,Dam_025,Bwawani
10975522,Sire_025,Dam_025,Bwawani
10975106,Sire_025,Dam_025,Bwawani
10974638,Sire_025,Dam_025,Bwawani
10975397,Sire_025,Dam_025,Bwawani
10975187,Sire_025,Dam_025,Bwawani
10974713,Sire_025,Dam_025,Bwawani
10975267,Sire_025,Dam_025,Bwawani
10975040,Sire_026,Dam_026,Bwawani
10975228,Sire_026,Dam_026,Bwawani
10975012,Sire_026,Dam_026,Bwawani
10974752,Sire_026,Dam_026,Bwawani
10975231,Sire_026,Dam_026,Bwawani
10974715,Sire_026,Dam_026,Bwawani
10975290,Sire_026,Dam_026,Bwawani
10974709,Sire_026,Dam_026,Bwawani
10974848,Sire_026,Dam_026,Bwawani
10975486,Sire_026,Dam_026,Bwawani
10975061,Sire_026,Dam_026,Bwawani
10975202,Sire_026,Dam_026,Bwawani
10975346,Sire_026,Dam_026,Bwawani
10974739,Sire_026,Dam_026,Bwawani
10975347,Sire_026,Dam_026,Bwawani
10974813,Sire_026,Dam_026,Bwawani
10975561,Sire_026,Dam_026,Bwawani
10975070,Sire_026,Dam_026,Bwawani
10975425,Sire_026,Dam_026,Bwawani
10975017,Sire_026,Dam_026,Bwawani
10975394,Sire_026,Dam_026,Bwawani
10975590,Sire_026,Dam_026,Bwawani
10975627,Sire_026,Dam_026,Bwawani
10974913,Sire_026,Dam_026,Bwawani
10975006,Sire_027,Dam_027,Bwawani
10974872,Sire_027,Dam_027,Bwawani
10975157,Sire_027,Dam_027,Bwawani
10974866,Sire_027,Dam_027,Bwawani
10975492,Sire_027,Dam_027,Bwawani
10974727,Sire_027,Dam_027,Bwawani
10974662,Sire_027,Dam_027,Bwawani
10975026,Sire_027,Dam_027,Bwawani
10975602,Sire_027,Dam_027,Bwawani
10974911,Sire_027,Dam_027,Bwawani
10974915,Sire_027,Dam_027,Bwawani
10975082,Sire_027,Dam_027,Bwawani
10975125,Sire_027,Dam_027,Bwawani
10974883,Sire_027,Dam_027,Bwawani
10975605,Sire_027,Dam_027,Bwawani
10974632,Sire_027,Dam_027,Bwawani
10975306,Sire_027,Dam_027,Bwawani
10975087,Sire_027,Dam_027,Bwawani
10974961,Sire_027,Dam_027,Bwawani
10974901,Sire_027,Dam_027,Bwawani
10975391,Sire_028,Dam_028,Kilola
10974686,Sire_028,Dam_028,Kilola
10975533,Sire_028,Dam_028,Kilola
10974791,Sire_028,Dam_028,Kilola
10975016,Sire_028,Dam_028,Kilola
10974941,Sire_028,Dam_028,Kilola
10975189,Sire_028,Dam_028,Kilola
10975004,Sire_028,Dam_028,Kilola
10974785,Sire_028,Dam_028,Kilola
10977402,Sire_028,Dam_028,Kilola
10977109,Sire_028,Dam_028,Kilola
10976392,Sire_028,Dam_028,Kilola
10977227,Sire_028,Dam_028,Kilola
10977267,Sire_028,Dam_028,Kilola
10977178,Sire_028,Dam_028,Kilola
10976651,Sire_028,Dam_028,Kilola
10977320,Sire_028,Dam_028,Kilola
10977630,Sire_029,Dam_029,Kilola
10977037,Sire_029,Dam_029,Kilola
10977628,Sire_029,Dam_029,Kilola
10977210,Sire_029,Dam_029,Kilola
10977532,Sire_029,Dam_029,Kilola
10977564,Sire_029,Dam_029,Kilola
10977508,Sire_029,Dam_029,Kilola
10976643,Sire_029,Dam_029,Kilola
10976748,Sire_029,Dam_029,Kilola
10977618,Sire_029,Dam_029,Kilola
10977561,Sire_029,Dam_029,Kilola
10977439,Sire_029,Dam_029,Kilola
10977306,Sire_029,Dam_029,Kilola
10977479,Sire_029,Dam_029,Kilola
10977466,Sire_029,Dam_029,Kilola
10976939,Sire_029,Dam_029,Kilola
10977409,Sire_029,Dam_029,Kilola
10977517,Sire_029,Dam_029,Kilola
10977126,Sire_029,Dam_029,Kilola
10977079,Sire_029,Dam_029,Kilola
10977503,Sire_029,Dam_029,Kilola
10977418,Sire_029,Dam_029,Kilola
10977468,Sire_029,Dam_029,Kilola
10977304,Sire_029,Dam_029,Kilola
10977574,Sire_029,Dam_029,Kilola
10977218,Sire_029,Dam_029,Kilola
10974879,Sire_030,Dam_030,Kilola
10977458,Sire_030,Dam_030,Kilola
10977379,Sire_030,Dam_030,Kilola
10977433,Sire_030,Dam_030,Kilola
10977471,Sire_030,Dam_030,Kilola
10976804,Sire_030,Dam_030,Kilola
10976656,Sire_030,Dam_030,Kilola
10977310,Sire_030,Dam_030,Kilola
10977376,Sire_030,Dam_030,Kilola
10976968,Sire_030,Dam_030,Kilola
10977013,Sire_030,Dam_030,Kilola
10977227,Sire_030,Dam_030,Kilola
10977026,Sire_030,Dam_030,Kilola
10976971,Sire_030,Dam_030,Kilola
10977333,Sire_030,Dam_030,Kilola
10977049,Sire_030,Dam_030,Kilola
10977489,Sire_030,Dam_030,Kilola
10976858,Sire_030,Dam_030,Kilola
10977626,Sire_030,Dam_030,Kilola
10976741,Sire_030,Dam_030,Kilola
10976647,Sire_030,Dam_030,Kilola
10977582,Sire_030,Dam_030,Kilola
10975626,Sire_030,Dam_030,Kilola
10977591,Sire_031,Dam_031,Kilola
10977051,Sire_031,Dam_031,Kilola
10976707,Sire_031,Dam_031,Kilola
10977085,Sire_031,Dam_031,Kilola
10977165,Sire_031,Dam_031,Kilola
10976969,Sire_031,Dam_031,Kilola
10977449,Sire_031,Dam_031,Kilola
10977438,Sire_031,Dam_031,Kilola
10977299,Sire_031,Dam_031,Kilola
10977273,Sire_031,Dam_031,Kilola
10977132,Sire_031,Dam_031,Kilola
10977605,Sire_031,Dam_031,Kilola
10977104,Sire_031,Dam_031,Kilola
10977212,Sire_031,Dam_031,Kilola
10977216,Sire_031,Dam_031,Kilola
10977057,Sire_031,Dam_031,Kilola
10977444,Sire_031,Dam_031,Kilola
10977034,Sire_031,Dam_031,Kilola
10977252,Sire_031,Dam_031,Kilola
10977191,Sire_031,Dam_031,Kilola
10977525,Sire_031,Dam_031,Kilola
10977609,Sire_031,Dam_031,Kilola
10976844,Sire_031,Dam_031,Kilola
10977476,Sire_031,Dam_031,Kilola
10977478,Sire_031,Dam_031,Kilola
10977255,Sire_031,Dam_031,Kilola
10977580,Sire_031,Dam_031,Kilola
10974909,Sire_032,Dam_032,Ruaha
10974722,Sire_032,Dam_032,Ruaha
10975090,Sire_032,Dam_032,Ruaha
10975277,Sire_032,Dam_032,Ruaha
10974779,Sire_032,Dam_032,Ruaha
10974773,Sire_032,Dam_032,Ruaha
10975351,Sire_032,Dam_032,Ruaha
10975318,Sire_032,Dam_032,Ruaha
10975091,Sire_032,Dam_032,Ruaha
10975227,Sire_032,Dam_032,Ruaha
10974965,Sire_032,Dam_032,Ruaha
10975128,Sire_032,Dam_032,Ruaha
10974846,Sire_032,Dam_032,Ruaha
10974801,Sire_032,Dam_032,Ruaha
10975055,Sire_032,Dam_032,Ruaha
10975057,Sire_032,Dam_032,Ruaha
10974871,Sire_032,Dam_032,Ruaha
10974869,Sire_032,Dam_032,Ruaha
10974770,Sire_032,Dam_032,Ruaha
10974734,Sire_032,Dam_032,Ruaha
10974666,Sire_032,Dam_032,Ruaha
10977059,Sire_033,Dam_033,Ruaha
10977353,Sire_033,Dam_033,Ruaha
10977483,Sire_033,Dam_033,Ruaha
10976953,Sire_033,Dam_033,Ruaha
10976962,Sire_033,Dam_033,Ruaha
10977599,Sire_033,Dam_033,Ruaha
10977247,Sire_033,Dam_033,Ruaha
10977827,Sire_033,Dam_033,Ruaha
10976675,Sire_033,Dam_033,Ruaha
10977269,Sire_033,Dam_033,Ruaha
10977604,Sire_033,Dam_033,Ruaha
10977550,Sire_033,Dam_033,Ruaha
10976764,Sire_033,Dam_033,Ruaha
10977408,Sire_033,Dam_033,Ruaha
10977339,Sire_033,Dam_033,Ruaha
10977092,Sire_033,Dam_033,Ruaha
10977159,Sire_033,Dam_033,Ruaha
10977554,Sire_033,Dam_033,Ruaha
10977381,Sire_033,Dam_033,Ruaha
10976793,Sire_033,Dam_033,Ruaha
10976663,Sire_033,Dam_033,Ruaha
10977275,Sire_034,Dam_034,Ruaha
10977559,Sire_034,Dam_034,Ruaha
10977513,Sire_034,Dam_034,Ruaha
10977390,Sire_034,Dam_034,Ruaha
10977523,Sire_034,Dam_034,Ruaha
10977491,Sire_034,Dam_034,Ruaha
10977149,Sire_034,Dam_034,Ruaha
10977045,Sire_034,Dam_034,Ruaha
10977228,Sire_034,Dam_034,Ruaha
10977036,Sire_034,Dam_034,Ruaha
10976931,Sire_034,Dam_034,Ruaha
10977431,Sire_034,Dam_034,Ruaha
10976864,Sire_034,Dam_034,Ruaha
10976799,Sire_034,Dam_034,Ruaha
10977570,Sire_034,Dam_034,Ruaha
10976720,Sire_035,Dam_035,Ruaha
10977364,Sire_035,Dam_035,Ruaha
10977585,Sire_035,Dam_035,Ruaha
10977447,Sire_035,Dam_035,Ruaha
10977010,Sire_035,Dam_035,Ruaha
10977405,Sire_035,Dam_035,Ruaha
10976709,Sire_035,Dam_035,Ruaha
10976646,Sire_035,Dam_035,Ruaha
10977623,Sire_035,Dam_035,Ruaha
10977076,Sire_035,Dam_035,Ruaha
10977530,Sire_035,Dam_035,Ruaha
10977563,Sire_035,Dam_035,Ruaha
10977199,Sire_035,Dam_035,Ruaha
10977429,Sire_035,Dam_035,Ruaha
10976691,Sire_035,Dam_035,Ruaha
10977061,Sire_035,Dam_035,Ruaha
10977176,Sire_035,Dam_035,Ruaha
10977312,Sire_035,Dam_035,Ruaha
10976156,Sire_01,Dam_01,Wami
10975688,Sire_01,Dam_01,Wami
10975938,Sire_01,Dam_01,Wami
10975877,Sire_01,Dam_01,Wami
10975925,Sire_01,Dam_01,Wami
10976549,Sire_01,Dam_01,Wami
10976539,Sire_01,Dam_01,Wami
10975850,Sire_01,Dam_01,Wami
10976364,Sire_01,Dam_01,Wami
10976118,Sire_01,Dam_01,Wami
10977543,Sire_01,Dam_01,Wami
10976380,Sire_01,Dam_01,Wami
10976176,Sire_01,Dam_01,Wami
10979001,Sire_01,Dam_01,Wami
10976147,Sire_01,Dam_01,Wami
10976209,Sire_01,Dam_01,Wami
10975801,Sire_01,Dam_01,Wami
10976276,Sire_01,Dam_01,Wami
10975870,Sire_01,Dam_01,Wami
10976355,Sire_01,Dam_01,Wami
10976466,Sire_01,Dam_01,Wami
10976171,Sire_01,Dam_01,Wami
10976560,Sire_01,Dam_01,Wami
10976542,Sire_01,Dam_01,Wami
10975989,Sire_01,Dam_01,Wami
10975922,Sire_01,Dam_01,Wami
10975891,Sire_01,Dam_01,Wami
10976199,Sire_01,Dam_01,Wami
10975720,Sire_02,Dam_02,Wami
10976369,Sire_02,Dam_02,Wami
10975899,Sire_02,Dam_02,Wami
10976438,Sire_02,Dam_02,Wami
10975647,Sire_02,Dam_02,Wami
10976062,Sire_02,Dam_02,Wami
10976210,Sire_02,Dam_02,Wami
10976502,Sire_02,Dam_02,Wami
10975716,Sire_02,Dam_02,Wami
10976077,Sire_02,Dam_02,Wami
10975646,Sire_02,Dam_02,Wami
10976152,Sire_02,Dam_02,Wami
10975872,Sire_02,Dam_02,Wami
10976282,Sire_02,Dam_02,Wami
10975708,Sire_02,Dam_02,Wami
10976299,Sire_02,Dam_02,Wami
10975985,Sire_02,Dam_02,Wami
10976011,Sire_02,Dam_02,Wami
10976254,Sire_02,Dam_02,Wami
10976233,Sire_02,Dam_02,Wami
10976536,Sire_02,Dam_02,Wami
10975929,Sire_02,Dam_02,Wami
10976240,Sire_02,Dam_02,Wami
10976493,Sire_02,Dam_02,Wami
10976290,Sire_02,Dam_02,Wami
10975751,Sire_02,Dam_02,Wami
10976386,Sire_02,Dam_02,Wami
10976238,Sire_02,Dam_02,Wami
10976568,Sire_03,Dam_03,Wami
10976077,Sire_03,Dam_03,Wami
10976204,Sire_03,Dam_03,Wami
10976076,Sire_03,Dam_03,Wami
10975918,Sire_03,Dam_03,Wami
10975993,Sire_03,Dam_03,Wami
10976417,Sire_03,Dam_03,Wami
10975694,Sire_03,Dam_03,Wami
10976055,Sire_03,Dam_03,Wami
10976494,Sire_03,Dam_03,Wami
10976031,Sire_03,Dam_03,Wami
10975841,Sire_03,Dam_03,Wami
10976454,Sire_03,Dam_03,Wami
10976216,Sire_03,Dam_03,Wami
10976112,Sire_03,Dam_03,Wami
10976540,Sire_03,Dam_03,Wami
10976022,Sire_03,Dam_03,Wami
10976487,Sire_03,Dam_03,Wami
10976397,Sire_03,Dam_03,Wami
10976471,Sire_03,Dam_03,Wami
10975739,Sire_03,Dam_03,Wami
10975725,Sire_03,Dam_03,Wami
10976247,Sire_03,Dam_03,Wami
10975759,Sire_04,Dam_04,Wami
10976429,Sire_04,Dam_04,Wami
10976428,Sire_04,Dam_04,Wami
10975895,Sire_04,Dam_04,Wami
10976414,Sire_04,Dam_04,Wami
10976129,Sire_04,Dam_04,Wami
10976559,Sire_04,Dam_04,Wami
10975798,Sire_04,Dam_04,Wami
10975995,Sire_04,Dam_04,Wami
10975930,Sire_04,Dam_04,Wami
10976599,Sire_04,Dam_04,Wami
10975988,Sire_04,Dam_04,Wami
10975649,Sire_04,Dam_04,Wami
10976464,Sire_04,Dam_04,Wami
10975951,Sire_04,Dam_04,Wami
10975747,Sire_04,Dam_04,Wami
10976511,Sire_04,Dam_04,Wami
10976113,Sire_04,Dam_04,Wami
10976182,Sire_04,Dam_04,Wami
10976242,Sire_04,Dam_04,Wami
10976119,Sire_04,Dam_04,Wami
10975821,Sire_04,Dam_04,Wami
10975979,Sire_04,Dam_04,Wami
10976499,Sire_04,Dam_04,Wami
10977895,Sire_05,Dam_05,Chemchem
10975170,Sire_05,Dam_05,Chemchem
10977921,Sire_05,Dam_05,Chemchem
10978037,Sire_05,Dam_05,Chemchem
10978323,Sire_05,Dam_05,Chemchem
10978513,Sire_05,Dam_05,Chemchem
10978610,Sire_05,Dam_05,Chemchem
10978112,Sire_05,Dam_05,Chemchem
10978483,Sire_05,Dam_05,Chemchem
10977325,Sire_05,Dam_05,Chemchem
10978871,Sire_05,Dam_05,Chemchem
10977958,Sire_06,Dam_06,Chemchem
10978239,Sire_06,Dam_06,Chemchem
10978074,Sire_06,Dam_06,Chemchem
10978386,Sire_06,Dam_06,Chemchem
10978012,Sire_06,Dam_06,Chemchem
10978011,Sire_06,Dam_06,Chemchem
10977666,Sire_06,Dam_06,Chemchem
10978537,Sire_06,Dam_06,Chemchem
10978535,Sire_06,Dam_06,Chemchem
10978274,Sire_06,Dam_06,Chemchem
10978342,Sire_06,Dam_06,Chemchem
10978360,Sire_06,Dam_06,Chemchem
10977671,Sire_06,Dam_06,Chemchem
10978115,Sire_06,Dam_06,Chemchem
10978199,Sire_06,Dam_06,Chemchem
10978245,Sire_06,Dam_06,Chemchem
10988600,Sire_06,Dam_06,Chemchem
10977925,Sire_06,Dam_06,Chemchem
10978341,Sire_06,Dam_06,Chemchem
10977907,Sire_06,Dam_06,Chemchem
10978333,Sire_06,Dam_06,Chemchem
10977898,Sire_06,Dam_06,Chemchem
10978602,Sire_06,Dam_06,Chemchem
10977730,Sire_06,Dam_06,Chemchem
10977719,Sire_06,Dam_06,Chemchem
10978428,Sire_06,Dam_06,Chemchem
10977718,Sire_06,Dam_06,Chemchem
10977709,Sire_06,Dam_06,Chemchem
10977978,Sire_06,Dam_06,Chemchem
10977681,Sire_06,Dam_06,Chemchem
10977696,Sire_07,Dam_07,Chemchem
10978212,Sire_07,Dam_07,Chemchem
10977640,Sire_07,Dam_07,Chemchem
10978087,Sire_07,Dam_07,Chemchem
10978225,Sire_07,Dam_07,Chemchem
10978620,Sire_07,Dam_07,Chemchem
10977722,Sire_07,Dam_07,Chemchem
10977775,Sire_07,Dam_07,Chemchem
10977779,Sire_07,Dam_07,Chemchem
10978457,Sire_07,Dam_07,Chemchem
10978487,Sire_07,Dam_07,Chemchem
10978540,Sire_07,Dam_07,Chemchem
10977631,Sire_07,Dam_07,Chemchem
10977688,Sire_07,Dam_07,Chemchem
10978008,Sire_07,Dam_07,Chemchem
10978525,Sire_07,Dam_07,Chemchem
10977649,Sire_07,Dam_07,Chemchem
10977724,Sire_07,Dam_07,Chemchem
10978272,Sire_07,Dam_07,Chemchem
10977972,Sire_07,Dam_07,Chemchem
10978287,Sire_07,Dam_07,Chemchem
10978583,Sire_07,Dam_07,Chemchem
10978516,Sire_07,Dam_07,Chemchem
10978290,Sire_07,Dam_07,Chemchem
10978581,Sire_07,Dam_07,Chemchem
10978055,Sire_07,Dam_07,Chemchem
10977930,Sire_07,Dam_07,Chemchem
10977641,Sire_07,Dam_07,Chemchem
10978025,Sire_07,Dam_07,Chemchem
10978101,Sire_07,Dam_07,Chemchem
10978337,Sire_08,Dam_08,Chemchem
10978263,Sire_08,Dam_08,Chemchem
10978121,Sire_08,Dam_08,Chemchem
10978528,Sire_08,Dam_08,Chemchem
10978473,Sire_08,Dam_08,Chemchem
10977715,Sire_08,Dam_08,Chemchem
10978465,Sire_08,Dam_08,Chemchem
10978496,Sire_08,Dam_08,Chemchem
10977994,Sire_08,Dam_08,Chemchem
10977961,Sire_08,Dam_08,Chemchem
10977982,Sire_08,Dam_08,Chemchem
10978570,Sire_08,Dam_08,Chemchem
10977685,Sire_08,Dam_08,Chemchem
10977997,Sire_08,Dam_08,Chemchem
10977853,Sire_08,Dam_08,Chemchem
10978193,Sire_08,Dam_08,Chemchem
10978310,Sire_08,Dam_08,Chemchem
10978182,Sire_08,Dam_08,Chemchem
10978328,Sire_08,Dam_08,Chemchem
10977644,Sire_08,Dam_08,Chemchem
10977820,Sire_08,Dam_08,Chemchem
10978257,Sire_08,Dam_08,Chemchem
10978469,Sire_08,Dam_08,Chemchem
10978256,Sire_08,Dam_08,Chemchem
10978334,Sire_08,Dam_08,Chemchem
10977977,Sire_08,Dam_08,Chemchem
10978456,Sire_08,Dam_08,Chemchem
10978059,Sire_08,Dam_08,Chemchem
10978035,Sire_08,Dam_08,Chemchem
10977881,Sire_08,Dam_08,Chemchem
10976108,Sire_09,Dam_09,Mindu
10976388,Sire_09,Dam_09,Mindu
10976398,Sire_09,Dam_09,Mindu
10975816,Sire_09,Dam_09,Mindu
10976157,Sire_09,Dam_09,Mindu
10975960,Sire_09,Dam_09,Mindu
10976138,Sire_09,Dam_09,Mindu
10976550,Sire_09,Dam_09,Mindu
10976416,Sire_09,Dam_09,Mindu
10976340,Sire_09,Dam_09,Mindu
10976372,Sire_09,Dam_09,Mindu
10976051,Sire_09,Dam_09,Mindu
10975685,Sire_09,Dam_09,Mindu
10976012,Sire_09,Dam_09,Mindu
10976106,Sire_09,Dam_09,Mindu
10976146,Sire_09,Dam_09,Mindu
10976024,Sire_09,Dam_09,Mindu
10976079,Sire_09,Dam_09,Mindu
10976078,Sire_09,Dam_09,Mindu
10976295,Sire_09,Dam_09,Mindu
10975699,Sire_09,Dam_09,Mindu
10976270,Sire_09,Dam_09,Mindu
10975888,Sire_09,Dam_09,Mindu
10976127,Sire_09,Dam_09,Mindu
10976342,Sire_09,Dam_09,Mindu
10976387,Sire_09,Dam_09,Mindu
10975916,Sire_09,Dam_09,Mindu
10975639,Sire_09,Dam_09,Mindu
10975637,Sire_09,Dam_09,Mindu
10975904,Sire_010,Dam_010,Mindu
10975966,Sire_010,Dam_010,Mindu
10975889,Sire_010,Dam_010,Mindu
10976522,Sire_010,Dam_010,Mindu
10976132,Sire_010,Dam_010,Mindu
10975890,Sire_010,Dam_010,Mindu
10975825,Sire_010,Dam_010,Mindu
10975834,Sire_010,Dam_010,Mindu
10976524,Sire_010,Dam_010,Mindu
10976121,Sire_010,Dam_010,Mindu
10975856,Sire_010,Dam_010,Mindu
10976362,Sire_010,Dam_010,Mindu
10976411,Sire_010,Dam_010,Mindu
10976030,Sire_010,Dam_010,Mindu
10975972,Sire_010,Dam_010,Mindu
10976177,Sire_010,Dam_010,Mindu
10976336,Sire_010,Dam_010,Mindu
10976443,Sire_010,Dam_010,Mindu
10975838,Sire_010,Dam_010,Mindu
10976527,Sire_010,Dam_010,Mindu
10976455,Sire_010,Dam_010,Mindu
10976584,Sire_010,Dam_010,Mindu
10975652,Sire_010,Dam_010,Mindu
10976406,Sire_010,Dam_010,Mindu
10976567,Sire_010,Dam_010,Mindu
10976538,Sire_010,Dam_010,Mindu
10976622,Sire_010,Dam_010,Mindu
10976038,Sire_010,Dam_010,Mindu
10976255,Sire_010,Dam_010,Mindu
10976345,Sire_010,Dam_010,Mindu
10976352,Sire_011,Dam_011,Mindu
10976270,Sire_011,Dam_011,Mindu
10976014,Sire_011,Dam_011,Mindu
10976506,Sire_011,Dam_011,Mindu
10976158,Sire_011,Dam_011,Mindu
10976611,Sire_011,Dam_011,Mindu
10975949,Sire_011,Dam_011,Mindu
10976222,Sire_011,Dam_011,Mindu
10975707,Sire_011,Dam_011,Mindu
10975833,Sire_011,Dam_011,Mindu
10976039,Sire_011,Dam_011,Mindu
10976601,Sire_011,Dam_011,Mindu
10976469,Sire_011,Dam_011,Mindu
10976347,Sire_011,Dam_011,Mindu
10975915,Sire_011,Dam_011,Mindu
10976425,Sire_011,Dam_011,Mindu
10975982,Sire_011,Dam_011,Mindu
10976418,Sire_011,Dam_011,Mindu
10975757,Sire_011,Dam_011,Mindu
10976261,Sire_011,Dam_011,Mindu
10976485,Sire_011,Dam_011,Mindu
10975654,Sire_011,Dam_011,Mindu
10975641,Sire_011,Dam_011,Mindu
10976281,Sire_011,Dam_011,Mindu
10976131,Sire_011,Dam_011,Mindu
10976144,Sire_011,Dam_011,Mindu
10975897,Sire_011,Dam_011,Mindu
10976268,Sire_011,Dam_011,Mindu
10976280,Sire_011,Dam_011,Mindu
10975880,Sire_012,Dam_012,Mindu
10975695,Sire_012,Dam_012,Mindu
10976439,Sire_012,Dam_012,Mindu
10976595,Sire_012,Dam_012,Mindu
10975811,Sire_012,Dam_012,Mindu
10976213,Sire_012,Dam_012,Mindu
10975669,Sire_012,Dam_012,Mindu
10976609,Sire_012,Dam_012,Mindu
10975927,Sire_012,Dam_012,Mindu
10976308,Sire_012,Dam_012,Mindu
10976201,Sire_012,Dam_012,Mindu
10975868,Sire_012,Dam_012,Mindu
10975957,Sire_012,Dam_012,Mindu
10976107,Sire_012,Dam_012,Mindu
10975333,Sire_012,Dam_012,Mindu
10976377,Sire_012,Dam_012,Mindu
10976492,Sire_012,Dam_012,Mindu
10975804,Sire_012,Dam_012,Mindu
10976021,Sire_012,Dam_012,Mindu
10975819,Sire_012,Dam_012,Mindu
10975656,Sire_012,Dam_012,Mindu
10975947,Sire_012,Dam_012,Mindu
10976318,Sire_012,Dam_012,Mindu
10976339,Sire_013,Dam_036,Utete
10976498,Sire_013,Dam_036,Utete
10976619,Sire_013,Dam_036,Utete
10976627,Sire_013,Dam_036,Utete
10976267,Sire_013,Dam_036,Utete
10976581,Sire_013,Dam_036,Utete
10976183,Sire_013,Dam_036,Utete
10976446,Sire_013,Dam_036,Utete
10976530,Sire_013,Dam_036,Utete
10975682,Sire_013,Dam_036,Utete
10976368,Sire_013,Dam_036,Utete
10976208,Sire_013,Dam_036,Utete
10976151,Sire_013,Dam_036,Utete
10975722,Sire_013,Dam_036,Utete
10976163,Sire_013,Dam_036,Utete
10976045,Sire_013,Dam_036,Utete
10976535,Sire_013,Dam_036,Utete
10976444,Sire_013,Dam_036,Utete
10975723,Sire_013,Dam_036,Utete
10976223,Sire_013,Dam_036,Utete
10976128,Sire_014,Dam_014,Utete
10976385,Sire_014,Dam_014,Utete
10975914,Sire_014,Dam_014,Utete
10976587,Sire_014,Dam_014,Utete
10975950,Sire_014,Dam_014,Utete
10976271,Sire_014,Dam_014,Utete
10976544,Sire_014,Dam_014,Utete
10976275,Sire_014,Dam_014,Utete
10975944,Sire_014,Dam_014,Utete
10975980,Sire_014,Dam_014,Utete
10975875,Sire_014,Dam_014,Utete
10975883,Sire_014,Dam_014,Utete
10975729,Sire_014,Dam_014,Utete
10976507,Sire_014,Dam_014,Utete
10976590,Sire_014,Dam_014,Utete
10975948,Sire_014,Dam_014,Utete
10976473,Sire_014,Dam_014,Utete
10976558,Sire_014,Dam_014,Utete
10975768,Sire_014,Dam_014,Utete
10976291,Sire_014,Dam_014,Utete
10976629,Sire_014,Dam_014,Utete
10976285,Sire_014,Dam_014,Utete
10975761,Sire_014,Dam_014,Utete
10975023,Sire_014,Dam_014,Utete
10976064,Sire_014,Dam_014,Utete
10975820,Sire_014,Dam_014,Utete
10976564,Sire_014,Dam_014,Utete
10976228,Sire_014,Dam_014,Utete
10976467,Sire_014,Dam_014,Utete
10976441,Sire_014,Dam_014,Utete
10975633,Sire_015,Dam_015,Utete
10976565,Sire_015,Dam_015,Utete
10976080,Sire_015,Dam_015,Utete
10976205,Sire_015,Dam_015,Utete
10976593,Sire_015,Dam_015,Utete
10975812,Sire_015,Dam_015,Utete
10975679,Sire_015,Dam_015,Utete
10975673,Sire_015,Dam_015,Utete
10976468,Sire_015,Dam_015,Utete
10976191,Sire_015,Dam_015,Utete
10976100,Sire_015,Dam_015,Utete
10976323,Sire_015,Dam_015,Utete
10976450,Sire_015,Dam_015,Utete
10975794,Sire_015,Dam_015,Utete
10976341,Sire_015,Dam_015,Utete
10975964,Sire_015,Dam_015,Utete
10975844,Sire_015,Dam_015,Utete
10975854,Sire_015,Dam_015,Utete
10976185,Sire_015,Dam_015,Utete
10976600,Sire_015,Dam_015,Utete
10976244,Sire_015,Dam_015,Utete
10976135,Sire_015,Dam_015,Utete
10976598,Sire_015,Dam_015,Utete
10976508,Sire_015,Dam_015,Utete
10976256,Sire_015,Dam_015,Utete
10976449,Sire_015,Dam_015,Utete
10975902,Sire_015,Dam_015,Utete
10976555,Sire_015,Dam_015,Utete
10976383,Sire_015,Dam_015,Utete
10975796,Sire_015,Dam_015,Utete
10976431,Sire_016,Dam_016,Utete
10975823,Sire_016,Dam_016,Utete
10976110,Sire_016,Dam_016,Utete
10975714,Sire_016,Dam_016,Utete
10975793,Sire_016,Dam_016,Utete
10976319,Sire_016,Dam_016,Utete
10975799,Sire_016,Dam_016,Utete
10976217,Sire_016,Dam_016,Utete
10976548,Sire_016,Dam_016,Utete
10975698,Sire_016,Dam_016,Utete
10976445,Sire_016,Dam_016,Utete
10976161,Sire_016,Dam_016,Utete
10976317,Sire_016,Dam_016,Utete
10976424,Sire_016,Dam_016,Utete
10976036,Sire_016,Dam_016,Utete
10975653,Sire_016,Dam_016,Utete
10975892,Sire_016,Dam_016,Utete
10975724,Sire_016,Dam_016,Utete
10975978,Sire_016,Dam_016,Utete
10975963,Sire_016,Dam_016,Utete
10976579,Sire_016,Dam_016,Utete
10975769,Sire_016,Dam_016,Utete
10976363,Sire_016,Dam_016,Utete
10975740,Sire_016,Dam_016,Utete
10976075,Sire_016,Dam_016,Utete
10976150,Sire_017,Dam_017,Kibasira
10975781,Sire_017,Dam_017,Kibasira
10975981,Sire_017,Dam_017,Kibasira
10975879,Sire_017,Dam_017,Kibasira
10975900,Sire_017,Dam_017,Kibasira
10976596,Sire_017,Dam_017,Kibasira
10975855,Sire_017,Dam_017,Kibasira
10976298,Sire_017,Dam_017,Kibasira
10975941,Sire_017,Dam_017,Kibasira
10976102,Sire_017,Dam_017,Kibasira
10976186,Sire_018,Dam_018,Kibasira
10976312,Sire_018,Dam_018,Kibasira
10976379,Sire_018,Dam_018,Kibasira
10976033,Sire_018,Dam_018,Kibasira
10976384,Sire_018,Dam_018,Kibasira
10976304,Sire_018,Dam_018,Kibasira
10976582,Sire_018,Dam_018,Kibasira
10976288,Sire_018,Dam_018,Kibasira
10976373,Sire_018,Dam_018,Kibasira
10976381,Sire_018,Dam_018,Kibasira
10976349,Sire_018,Dam_018,Kibasira
10976472,Sire_018,Dam_018,Kibasira
